altura,peso,idade
1.58,66.5,11
1.86,66.7,11
1.43,66.8,11
1.43,66.9,11
1.91,67.0,11
1.68,67.2,11
1.94,67.5,11
1.68,67.6,11
1.86,67.6,11
1.55,67.9,11
1.65,68.2,11
1.55,68.3,11
1.46,68.4,11
1.77,68.4,11
1.4,68.7,11
1.96,68.7,11
1.51,69.5,11
1.85,69.6,11
1.56,69.8,11
1.87,69.8,11
1.65,69.9,11
1.43,70.1,11
1.65,70.3,11
1.98,70.4,11
1.66,70.9,11
1.53,71.1,11
1.61,71.2,11
1.65,71.4,11
1.98,71.4,11
1.44,71.5,11
1.6,71.6,11
1.79,71.7,11
1.89,71.7,11
1.48,72.2,11
1.72,72.7,11
1.58,72.8,11
1.48,72.9,11
1.71,72.9,11
1.51,73.3,11
1.67,73.6,11
1.96,73.7,11
1.54,73.9,11
1.89,74.0,11
1.42,74.2,11
1.47,74.2,11
1.98,74.2,11
1.52,74.4,11
1.78,74.5,11
1.82,74.9,11
1.44,75.0,11
1.4,75.5,11
1.89,76.0,11
1.91,76.4,11
1.84,76.5,11
1.95,76.9,11
1.51,77.1,11
1.99,77.2,11
1.61,77.3,11
1.65,77.4,11
1.6,77.6,11
1.69,77.7,11
1.77,77.9,11
1.53,78.5,11
1.52,78.6,11
1.53,78.6,11
1.77,79.1,11
1.41,79.3,11
1.5,79.3,11
1.65,79.4,11
1.44,79.8,11
1.48,80.1,11
1.64,80.1,11
1.65,80.1,11
1.83,80.1,11
1.41,80.4,11
1.66,80.4,11
1.84,80.6,11
1.87,80.6,11
1.63,81.0,11
1.69,81.0,11
1.5,81.1,11
1.61,81.2,11
1.91,81.3,11
1.93,81.3,11
1.55,81.4,11
1.88,81.5,11
1.4,82.0,11
1.84,82.0,11
1.92,82.3,11
1.95,83.2,11
1.69,83.4,11
1.76,83.4,11
1.61,83.8,11
1.99,83.8,11
1.66,83.9,11
1.89,84.4,11
1.45,84.6,11
1.63,84.7,11
1.75,84.7,11
1.86,84.8,11
1.44,84.9,11
1.64,84.9,11
1.46,85.0,11
1.48,85.0,11
1.66,85.2,11
1.86,85.4,11
1.7,85.7,11
1.46,86.2,11
1.88,86.2,11
1.58,86.4,11
1.61,86.4,11
1.94,86.5,11
1.62,86.9,11
1.65,87.3,11
1.73,87.3,11
1.73,87.3,11
1.87,87.3,11
1.87,87.5,11
1.54,87.8,11
1.69,87.8,11
1.71,87.9,11
1.54,88.0,11
1.54,88.0,11
1.71,88.0,11
1.81,88.0,11
1.61,88.1,11
1.91,88.2,11
1.54,88.3,11
1.99,88.7,11
1.65,89.3,11
1.65,89.3,11
1.87,89.3,11
1.43,89.4,11
1.64,89.6,11
1.44,89.7,11
1.58,89.8,11
1.81,89.8,11
1.61,90.0,11
1.92,90.1,11
1.49,90.2,11
1.69,90.3,11
1.99,90.4,11
1.4,90.6,11
1.56,90.6,11
1.98,90.6,11
1.57,90.8,11
1.56,91.0,11
1.67,91.0,11
1.7,91.2,11
1.89,91.5,11
1.71,91.8,11
1.83,91.9,11
1.79,92.1,11
1.48,92.3,11
1.63,92.5,11
1.69,92.7,11
1.97,93.1,11
1.62,93.2,11
1.78,93.2,11
1.46,93.4,11
1.71,93.4,11
1.74,93.4,11
1.84,93.4,11
1.44,93.6,11
1.65,93.6,11
1.42,93.7,11
1.71,93.7,11
1.74,93.7,11
1.41,93.9,11
1.53,94.0,11
1.52,94.1,11
1.71,94.1,11
1.78,94.2,11
1.82,94.4,11
1.89,94.6,11
1.47,94.7,11
1.64,94.7,11
1.79,94.9,11
1.91,94.9,11
1.7,95.0,11
1.71,95.0,11
1.45,95.5,11
1.42,95.6,11
1.45,95.9,11
1.87,96.0,11
1.94,96.3,11
1.67,96.5,11
1.51,96.8,11
1.55,97.3,11
1.75,97.4,11
1.82,97.4,11
1.83,97.6,11
1.44,97.7,11
1.65,98.2,11
1.49,98.3,11
1.61,98.3,11
1.82,98.5,11
1.92,98.5,11
1.97,98.5,11
1.5,98.6,11
1.91,98.8,11
1.84,98.9,11
1.92,98.9,11
1.75,99.7,11
1.4,99.8,11
1.75,99.9,11
1.82,100.3,11
1.58,100.4,11
1.52,100.5,11
1.76,101.2,11
1.62,101.4,11
2.0,101.5,11
1.52,101.7,11
1.85,101.7,11
1.43,102.4,11
1.54,102.4,11
1.95,102.4,11
1.58,102.5,11
1.44,102.6,11
1.67,102.6,11
1.49,102.8,11
1.64,102.8,11
1.56,102.9,11
1.58,102.9,11
1.88,102.9,11
1.52,103.3,11
1.55,103.5,11
1.7,103.5,11
1.96,103.5,11
1.92,103.9,11
1.87,104.4,11
1.56,104.7,11
1.87,104.8,11
1.81,105.2,11
1.89,105.5,11
1.6,105.6,11
1.54,105.7,11
1.73,105.8,11
1.98,105.8,11
1.54,105.9,11
1.55,106.0,11
1.93,106.1,11
1.76,106.2,11
1.88,106.2,11
1.9,106.2,11
1.97,106.2,11
1.62,106.3,11
1.63,106.4,11
1.45,106.7,11
1.88,106.8,11
1.66,107.0,11
1.9,107.3,11
1.55,107.4,11
1.55,107.5,11
1.72,107.5,11
1.7,107.7,11
1.77,107.7,11
1.93,107.8,11
1.52,107.9,11
1.56,107.9,11
1.84,108.0,11
1.58,108.1,11
1.72,108.7,11
1.74,108.8,11
1.77,108.8,11
1.55,109.0,11
1.77,109.0,11
1.91,109.0,11
1.4,109.2,11
1.81,109.3,11
1.66,109.4,11
1.87,109.5,11
1.96,110.0,11
1.87,110.1,11
1.92,110.2,11
1.41,110.3,11
1.8,110.5,11
1.86,110.7,11
1.81,110.9,11
1.67,111.1,11
1.88,111.1,11
1.66,111.2,11
1.81,111.2,11
1.54,111.4,11
1.71,111.5,11
1.42,111.6,11
1.61,111.8,11
1.7,111.8,11
1.56,111.9,11
1.74,112.0,11
1.48,112.1,11
1.85,112.1,11
1.4,112.2,11
1.62,112.2,11
1.71,112.2,11
1.83,112.3,11
1.92,112.3,11
1.94,112.3,11
1.87,112.6,11
1.62,112.7,11
1.99,112.8,11
1.49,113.0,11
1.93,113.3,11
1.99,113.3,11
1.73,114.0,11
1.7,114.1,11
1.73,114.5,11
1.96,114.5,11
1.81,114.6,11
1.83,114.8,11
1.99,114.8,11
1.76,115.0,11
1.99,115.0,11
1.55,115.1,11
1.6,115.3,11
1.68,115.3,11
1.86,115.3,11
1.8,115.4,11
1.65,115.6,11
1.45,115.8,11
1.75,115.8,11
1.79,115.8,11
1.55,115.9,11
1.72,116.1,11
1.99,116.2,11
1.96,116.3,11
1.4,116.4,11
1.48,116.4,11
1.6,116.4,11
1.75,116.4,11
1.78,116.5,11
1.9,116.6,11
1.96,116.8,11
1.56,116.9,11
1.57,117.2,11
1.43,117.3,11
1.73,117.3,11
1.45,117.7,11
1.89,117.9,11
1.57,118.2,11
1.92,118.2,11
1.76,118.4,11
1.6,118.9,11
1.69,118.9,11
1.46,119.5,11
1.6,119.5,11
1.48,119.7,11
1.87,119.7,11
1.74,120.0,11
1.54,40.1,12
1.69,40.1,12
1.94,40.1,12
1.88,40.2,12
1.91,40.2,12
1.76,40.3,12
1.57,40.6,12
1.7,40.7,12
1.8,40.8,12
1.56,41.0,12
1.98,41.0,12
1.89,41.1,12
1.87,41.4,12
1.64,41.6,12
1.83,41.6,12
1.43,41.8,12
1.93,41.8,12
1.89,41.9,12
1.96,42.0,12
1.84,42.4,12
1.75,42.5,12
1.65,42.6,12
1.83,42.7,12
1.95,42.7,12
1.43,42.9,12
1.56,42.9,12
1.7,43.1,12
1.71,43.1,12
1.53,43.3,12
1.6,43.3,12
1.58,43.6,12
1.54,43.8,12
1.76,43.8,12
1.5,43.9,12
1.51,44.0,12
1.69,44.1,12
1.96,44.1,12
1.62,44.4,12
1.68,44.5,12
1.87,44.5,12
1.87,44.9,12
1.87,44.9,12
1.71,45.0,12
1.42,45.1,12
1.61,45.4,12
1.65,45.6,12
1.53,45.7,12
1.7,45.7,12
1.79,45.8,12
1.98,45.8,12
1.96,45.9,12
1.48,46.4,12
1.7,46.4,12
1.8,46.5,12
1.93,46.6,12
1.47,46.8,12
1.72,47.1,12
1.96,47.1,12
1.44,47.7,12
1.64,47.7,12
2.0,48.4,12
1.56,48.6,12
1.57,48.7,12
1.87,49.0,12
1.47,49.2,12
1.96,49.3,12
1.49,49.8,12
1.84,49.9,12
1.48,50.0,12
1.92,50.0,12
1.61,50.4,12
1.91,50.5,12
1.5,50.6,12
1.7,50.7,12
1.55,50.8,12
1.48,50.9,12
1.52,50.9,12
1.56,51.0,12
1.46,51.1,12
1.87,51.1,12
1.84,52.7,12
1.46,52.8,12
1.73,53.3,12
1.87,53.3,12
1.75,53.7,12
1.96,54.1,12
1.86,54.2,12
1.93,54.2,12
1.61,54.3,12
1.94,54.3,12
1.7,54.6,12
1.74,54.6,12
1.41,54.7,12
1.61,55.0,12
1.93,55.0,12
1.69,55.1,12
1.49,55.2,12
1.51,55.9,12
1.62,56.5,12
1.56,56.7,12
1.97,56.7,12
1.81,57.0,12
1.78,57.2,12
1.52,57.3,12
1.93,57.3,12
1.49,57.5,12
1.68,57.7,12
1.94,57.7,12
1.47,57.8,12
1.93,57.9,12
1.65,58.1,12
1.74,58.1,12
1.77,58.1,12
1.51,58.2,12
1.97,58.6,12
1.89,58.9,12
1.52,59.1,12
1.84,59.3,12
1.99,59.8,12
1.82,59.9,12
1.91,59.9,12
1.41,60.0,12
1.63,60.2,12
1.87,60.2,12
1.88,60.2,12
1.78,60.3,12
1.95,60.6,12
1.41,60.7,12
1.9,61.2,12
1.52,61.3,12
1.45,61.4,12
1.54,61.5,12
1.6,61.7,12
1.81,61.7,12
1.89,61.8,12
1.99,61.9,12
1.44,62.1,12
1.6,62.2,12
1.46,62.5,12
1.67,62.5,12
1.99,62.6,12
1.63,62.9,12
1.71,62.9,12
1.98,62.9,12
1.47,63.0,12
1.61,63.0,12
1.74,63.1,12
1.93,63.2,12
1.58,63.3,12
1.7,63.4,12
1.83,63.4,12
1.95,63.4,12
1.66,63.6,12
1.94,63.8,12
1.93,63.9,12
1.46,65.0,12
1.77,65.0,12
1.84,65.2,12
1.43,65.3,12
1.92,65.3,12
1.64,65.8,12
1.41,65.9,12
1.4,66.2,12
1.44,66.3,12
1.42,66.5,12
1.63,66.7,12
1.76,66.8,12
1.66,67.0,12
1.97,67.1,12
1.64,67.3,12
1.76,67.9,12
1.54,68.0,12
1.47,68.1,12
1.94,68.2,12
1.72,68.6,12
1.87,68.6,12
1.72,68.7,12
1.82,68.7,12
1.73,68.8,12
1.85,69.0,12
1.84,69.4,12
1.98,69.5,12
1.56,69.6,12
1.41,69.8,12
1.82,69.9,12
1.61,70.3,12
1.44,70.5,12
1.93,70.5,12
2.0,70.6,12
1.77,71.2,12
1.76,71.7,12
1.79,71.7,12
1.48,71.8,12
1.85,71.8,12
1.41,71.9,12
1.8,72.0,12
1.49,72.2,12
1.56,72.2,12
1.69,72.2,12
1.43,72.3,12
1.56,72.6,12
1.58,72.6,12
1.98,72.9,12
1.72,73.2,12
1.49,73.4,12
1.71,73.5,12
1.76,73.5,12
1.9,73.6,12
1.7,73.7,12
1.79,73.8,12
1.86,73.9,12
1.57,74.2,12
1.62,74.2,12
1.83,74.2,12
1.62,74.3,12
1.63,74.6,12
1.48,74.8,12
1.55,74.8,12
1.64,74.9,12
1.91,75.0,12
1.55,75.5,12
1.46,75.6,12
1.57,75.6,12
1.84,75.7,12
1.99,75.7,12
1.67,75.8,12
1.55,75.9,12
1.69,75.9,12
1.54,76.2,12
1.58,76.5,12
1.7,76.7,12
1.91,76.7,12
1.5,76.8,12
1.58,76.8,12
1.83,77.1,12
1.64,77.4,12
1.97,77.4,12
1.72,77.5,12
1.78,77.5,12
1.94,78.0,12
1.89,78.4,12
1.48,78.7,12
1.87,78.8,12
1.87,78.8,12
1.66,79.0,12
1.76,79.2,12
1.79,79.2,12
1.86,79.2,12
1.99,79.2,12
1.98,79.3,12
1.98,79.4,12
1.58,79.5,12
1.42,79.9,12
1.46,80.5,12
1.44,80.6,12
1.88,80.7,12
1.59,80.9,12
1.79,81.2,12
1.95,81.4,12
1.51,81.5,12
1.62,81.5,12
1.6,81.7,12
1.78,81.9,12
1.79,81.9,12
1.42,82.0,12
1.54,82.1,12
1.76,82.3,12
1.87,82.6,12
1.5,82.7,12
1.65,83.0,12
1.53,83.2,12
1.73,83.2,12
1.46,83.4,12
1.62,83.4,12
1.8,83.4,12
1.86,83.6,12
1.61,83.7,12
1.89,84.0,12
1.8,84.1,12
1.46,84.4,12
1.66,84.4,12
1.74,84.6,12
1.83,84.8,12
1.6,85.2,12
1.98,85.2,12
1.99,85.2,12
1.6,85.3,12
1.71,85.4,12
1.77,85.5,12
1.68,85.7,12
1.79,85.7,12
1.89,86.6,12
1.99,86.7,12
1.86,86.9,12
1.94,86.9,12
1.44,87.2,12
1.45,87.2,12
1.74,87.4,12
1.87,88.1,12
1.52,88.2,12
1.92,88.2,12
1.88,88.3,12
1.73,88.5,12
1.88,88.5,12
1.42,88.6,12
1.94,88.7,12
1.62,89.1,12
1.85,89.2,12
1.51,89.3,12
1.48,89.7,12
1.68,89.8,12
1.97,89.9,12
1.93,90.0,12
1.95,90.0,12
1.44,90.2,12
1.86,90.5,12
1.59,90.6,12
1.68,90.8,12
1.43,91.0,12
1.47,91.0,12
1.84,91.0,12
1.52,91.1,12
1.69,91.2,12
1.47,91.6,12
1.82,91.6,12
1.54,92.2,12
1.6,92.3,12
1.98,92.5,12
1.8,92.6,12
1.64,92.8,12
1.7,92.8,12
1.7,92.9,12
1.6,93.2,12
1.75,93.2,12
1.51,93.3,12
1.92,93.3,12
1.78,93.4,12
1.69,93.7,12
1.73,93.7,12
1.83,93.8,12
1.44,94.1,12
1.57,94.1,12
1.77,94.2,12
1.95,94.4,12
1.73,94.5,12
1.68,94.6,12
1.75,94.6,12
1.76,94.7,12
1.92,95.0,12
1.65,95.2,12
1.86,95.2,12
1.49,95.5,12
1.46,95.6,12
1.52,95.7,12
1.65,95.8,12
1.62,95.9,12
1.79,96.2,12
1.44,96.4,12
1.9,96.6,12
1.98,96.6,12
1.5,96.8,12
1.88,96.9,12
1.58,97.0,12
1.85,97.0,12
1.97,97.0,12
1.82,97.3,12
1.4,97.4,12
1.66,97.4,12
1.73,97.4,12
1.94,97.4,12
1.65,97.6,12
1.4,97.9,12
1.82,98.0,12
1.87,98.3,12
1.5,98.8,12
1.62,99.4,12
1.48,99.8,12
1.96,100.0,12
1.75,100.1,12
1.93,100.1,12
1.64,100.4,12
1.74,100.5,12
1.53,100.7,12
1.56,100.9,12
1.87,100.9,12
1.77,101.0,12
1.96,101.1,12
1.63,101.5,12
1.67,101.8,12
1.9,101.8,12
1.71,102.1,12
1.68,102.2,12
1.82,102.3,12
1.45,102.4,12
1.46,102.5,12
1.48,102.6,12
1.64,102.6,12
1.85,102.7,12
1.78,102.9,12
1.86,103.0,12
1.48,103.1,12
1.99,103.2,12
1.5,103.3,12
1.82,103.3,12
1.53,103.4,12
1.62,103.5,12
1.53,104.1,12
1.9,104.7,12
