altura,peso,idade
1.75,97.1,90
2.0,96.9,90
1.69,96.6,90
1.76,96.4,90
1.79,96.2,90
1.72,96.1,90
1.97,95.7,90
1.76,95.4,90
1.41,95.4,90
1.71,95.0,90
1.52,94.6,90
1.83,94.4,90
1.67,94.4,90
1.76,94.3,90
1.88,94.0,90
1.42,93.4,90
1.8,93.3,90
1.63,93.3,90
1.48,93.3,90
1.73,93.2,90
1.95,92.9,90
1.5,92.9,90
1.77,92.6,90
1.52,92.4,90
1.77,91.9,90
1.73,91.8,90
1.57,91.8,90
1.75,91.5,90
1.92,91.3,90
1.51,91.3,90
1.94,90.7,90
1.71,90.7,90
1.6,90.6,90
1.99,90.2,90
1.58,90.2,90
1.58,90.2,90
1.58,89.9,90
1.9,89.8,90
1.75,89.7,90
1.52,89.3,90
1.76,88.8,90
1.69,88.8,90
1.75,88.3,90
1.49,88.2,90
1.8,88.0,90
1.4,88.0,90
1.4,87.9,90
1.79,87.7,90
1.46,87.7,90
1.88,87.6,90
1.47,87.6,90
1.47,87.6,90
1.64,87.5,90
1.6,87.5,90
1.57,87.4,90
1.57,87.0,90
1.56,87.0,90
1.87,86.6,90
1.59,86.5,90
1.77,86.4,90
1.56,86.4,90
1.57,86.0,90
1.86,85.9,90
1.67,85.9,90
1.66,85.6,90
1.61,85.6,90
1.87,85.3,90
1.42,85.2,90
1.45,84.9,90
1.52,84.7,90
1.5,84.6,90
1.82,84.5,90
1.51,84.5,90
2.0,84.3,90
1.83,84.1,90
1.6,84.1,90
1.81,83.3,90
1.99,82.8,90
1.76,82.8,90
1.47,82.3,90
1.75,82.1,90
1.59,81.9,90
1.84,81.8,90
1.85,81.5,90
1.45,81.5,90
1.81,81.1,90
1.49,80.7,90
1.5,80.3,90
1.99,80.2,90
1.47,80.1,90
1.85,79.5,90
1.72,79.3,90
1.55,79.2,90
1.56,79.0,90
1.69,78.8,90
1.65,78.4,90
1.79,78.2,90
1.72,78.2,90
1.64,77.9,90
1.43,77.6,90
1.51,77.5,90
1.9,77.4,90
1.81,77.3,90
1.54,77.2,90
1.53,77.2,90
1.81,77.0,90
1.93,76.6,90
1.91,76.6,90
1.48,76.6,90
1.47,76.4,90
1.93,76.3,90
1.76,76.3,90
1.57,76.3,90
1.46,76.2,90
1.77,75.9,90
1.81,75.6,90
1.41,75.3,90
1.87,75.0,90
1.74,75.0,90
1.5,74.7,90
1.66,74.6,90
1.59,74.6,90
1.53,74.6,90
1.64,74.2,90
1.93,74.1,90
1.65,74.1,90
1.64,74.0,90
1.51,73.8,90
1.7,73.3,90
1.41,73.3,90
1.69,73.2,90
1.75,73.1,90
1.48,73.1,90
1.92,72.8,90
1.4,72.5,90
1.55,72.2,90
1.49,72.2,90
1.91,71.9,90
1.8,71.7,90
1.88,71.4,90
1.51,71.2,90
1.52,71.0,90
1.49,70.8,90
1.96,70.7,90
1.76,70.6,90
1.85,70.5,90
1.61,70.5,90
1.55,70.4,90
1.59,70.3,90
1.99,70.1,90
1.43,69.6,90
1.72,69.5,90
1.76,69.3,90
1.49,69.0,90
1.91,68.9,90
1.57,68.9,90
1.75,68.7,90
1.57,68.7,90
1.56,68.6,90
1.77,68.1,90
1.6,68.0,90
2.0,67.8,90
1.99,67.4,90
1.98,67.4,90
1.78,67.3,90
1.76,67.2,90
1.66,67.2,90
1.89,66.9,90
1.59,66.9,90
2.0,66.7,90
1.51,66.7,90
1.88,66.4,90
1.71,66.4,90
1.84,66.3,90
1.54,66.3,90
1.82,66.2,90
1.76,66.0,90
1.64,65.9,90
1.82,65.8,90
1.43,65.7,90
1.69,65.6,90
1.46,65.5,90
1.43,65.5,90
1.68,65.2,90
1.67,65.2,90
1.49,65.2,90
1.78,64.8,90
1.68,64.6,90
1.93,64.5,90
1.61,64.4,90
1.59,64.4,90
1.59,64.3,90
1.94,64.0,90
1.87,63.8,90
1.59,63.8,90
1.46,63.8,90
1.66,63.7,90
1.47,63.5,90
1.94,63.3,90
1.99,63.2,90
1.91,63.0,90
1.5,62.7,90
1.44,62.7,90
1.59,62.5,90
1.65,62.3,90
1.59,62.3,90
1.64,62.1,90
1.51,62.1,90
1.63,61.8,90
1.79,61.3,90
1.65,61.1,90
1.73,61.0,90
1.69,60.9,90
1.55,60.9,90
1.93,60.6,90
1.74,60.5,90
1.42,60.3,90
1.93,60.0,90
1.63,59.7,90
1.64,59.6,90
1.52,59.3,90
1.76,59.1,90
1.57,58.9,90
1.92,58.8,90
1.65,58.8,90
1.7,58.7,90
1.56,58.6,90
1.46,58.6,90
1.58,58.5,90
1.64,58.0,90
1.92,57.5,90
1.51,57.4,90
1.76,57.3,90
1.53,57.3,90
1.67,57.1,90
1.58,57.1,90
1.98,57.0,90
1.62,56.9,90
1.86,56.7,90
1.89,56.4,90
1.61,56.2,90
1.6,56.2,90
1.57,56.2,90
1.77,56.1,90
1.93,55.8,90
1.63,55.7,90
1.58,55.6,90
1.41,55.5,90
1.74,55.4,90
1.59,55.2,90
1.77,55.1,90
1.71,55.1,90
1.7,55.1,90
1.55,55.1,90
1.74,54.9,90
1.87,54.7,90
1.67,54.7,90
1.47,54.6,90
1.56,54.5,90
1.83,54.3,90
1.78,53.9,90
1.99,53.7,90
1.93,53.7,90
1.75,53.7,90
1.67,53.7,90
1.67,53.6,90
1.67,53.4,90
1.9,53.2,90
1.98,53.1,90
1.63,52.8,90
1.46,52.7,90
1.5,52.3,90
1.9,52.1,90
1.41,52.1,90
1.41,52.0,90
1.84,51.9,90
2.0,51.8,90
1.99,51.8,90
1.41,51.8,90
1.8,51.6,90
1.83,51.5,90
1.61,51.4,90
1.93,51.3,90
1.64,51.3,90
1.61,51.2,90
1.7,51.1,90
1.81,50.8,90
1.41,50.8,90
1.47,50.7,90
1.77,50.6,90
1.71,50.6,90
1.59,50.6,90
1.95,50.4,90
1.48,50.3,90
1.54,50.2,90
1.9,50.0,90
1.69,49.7,90
1.45,49.5,90
2.0,49.2,90
1.82,49.2,90
1.79,49.2,90
1.58,49.1,90
1.55,49.1,90
1.89,48.5,90
1.77,48.5,90
1.49,48.4,90
1.84,48.2,90
1.58,48.2,90
1.72,48.1,90
1.84,47.8,90
1.57,47.7,90
1.7,47.5,90
1.75,47.3,90
1.41,47.2,90
1.84,47.1,90
1.64,47.1,90
1.59,46.9,90
1.48,46.8,90
1.46,46.8,90
1.47,46.7,90
1.57,46.4,90
1.52,46.3,90
1.86,46.0,90
1.84,46.0,90
1.64,46.0,90
1.95,45.9,90
1.81,45.9,90
1.45,45.6,90
1.66,45.5,90
1.95,45.2,90
1.53,45.2,90
1.57,45.1,90
1.73,45.0,90
1.43,45.0,90
1.47,44.7,90
1.48,44.6,90
1.5,44.3,90
1.9,44.2,90
1.84,44.0,90
1.62,44.0,90
1.42,44.0,90
1.84,43.9,90
1.81,43.5,90
1.59,43.4,90
1.49,43.4,90
1.54,43.3,90
1.93,42.8,90
1.85,42.7,90
1.85,42.7,90
1.91,42.5,90
1.97,42.2,90
1.73,42.0,90
1.8,41.9,90
1.59,41.9,90
1.96,41.8,90
1.94,41.8,90
1.41,41.8,90
1.48,41.7,90
1.45,41.7,90
1.81,41.6,90
1.86,41.4,90
1.68,41.2,90
1.97,41.1,90
1.82,40.9,90
1.92,40.8,90
1.73,40.6,90
1.93,40.5,90
1.94,40.4,90
1.9,40.3,90
1.45,119.9,89
1.53,119.7,89
1.41,119.7,89
1.85,119.6,89
1.98,119.5,89
1.83,119.0,89
1.47,118.8,89
1.41,118.6,89
1.62,118.5,89
1.42,118.4,89
1.82,118.2,89
1.43,118.0,89
1.99,117.8,89
1.45,117.7,89
1.44,117.4,89
1.79,117.1,89
1.41,117.1,89
1.43,116.9,89
1.95,116.7,89
1.55,116.7,89
1.8,116.6,89
1.59,116.5,89
1.76,116.1,89
1.83,115.8,89
1.46,115.7,89
1.49,115.6,89
1.4,115.1,89
1.99,115.0,89
1.61,115.0,89
1.91,114.8,89
1.81,114.4,89
1.59,114.4,89
1.45,114.2,89
1.43,113.9,89
1.83,113.7,89
1.77,113.7,89
1.93,113.6,89
1.62,113.6,89
1.46,113.3,89
1.81,113.1,89
1.75,113.1,89
1.78,112.9,89
1.7,112.9,89
1.79,112.4,89
1.85,112.3,89
1.63,112.3,89
1.5,112.3,89
1.81,112.1,89
1.79,112.1,89
1.43,111.8,89
1.9,111.7,89
1.82,111.7,89
1.58,111.3,89
1.49,111.2,89
1.9,110.9,89
1.53,110.8,89
1.41,110.5,89
1.45,110.4,89
1.4,110.4,89
1.74,110.3,89
1.63,110.3,89
1.73,110.2,89
1.5,110.1,89
1.47,110.1,89
1.48,110.0,89
1.65,109.7,89
1.41,109.5,89
1.92,109.3,89
1.78,109.3,89
1.94,109.1,89
1.44,109.0,89
1.59,108.8,89
1.74,108.4,89
1.45,108.4,89
1.91,108.2,89
1.98,107.8,89
1.55,107.7,89
1.67,107.6,89
1.41,107.0,89
1.75,106.5,89
1.74,106.5,89
1.87,106.4,89
1.98,106.3,89
1.88,106.1,89
1.77,106.1,89
1.97,105.9,89
1.9,105.9,89
1.85,105.8,89
1.42,105.7,89
1.99,105.4,89
1.85,105.4,89
1.51,105.3,89
1.5,105.3,89
1.66,105.0,89
1.54,104.8,89
1.45,104.6,89
1.43,104.6,89
1.42,104.5,89
1.86,104.1,89
1.75,103.9,89
1.78,103.7,89
1.46,103.6,89
1.65,103.5,89
1.87,103.4,89
1.56,103.4,89
1.96,103.1,89
1.84,103.1,89
1.89,102.8,89
1.84,102.8,89
1.61,102.4,89
1.64,102.2,89
1.56,102.1,89
1.88,101.6,89
1.98,101.5,89
1.44,101.5,89
1.99,101.4,89
1.75,101.1,89
1.79,100.3,89
1.97,100.2,89
1.8,100.2,89
1.48,100.2,89
1.88,100.1,89
1.59,99.9,89
1.44,99.9,89
1.94,99.7,89
1.49,99.7,89
1.97,99.4,89
1.44,99.1,89
1.42,98.6,89
1.57,98.2,89
1.79,98.0,89
1.56,98.0,89
1.99,97.2,89
1.83,97.0,89
1.68,96.9,89
1.48,96.9,89
1.43,96.9,89
1.45,96.8,89
1.62,96.6,89
1.75,96.4,89
1.43,96.3,89
1.82,95.8,89
1.92,95.5,89
1.44,95.4,89
1.78,95.2,89
1.84,94.8,89
1.99,94.7,89
1.91,94.5,89
1.96,94.1,89
1.99,94.0,89
1.93,94.0,89
1.47,94.0,89
1.43,93.9,89
1.72,93.5,89
1.87,93.3,89
1.99,93.0,89
1.92,93.0,89
1.75,93.0,89
1.92,92.9,89
1.48,92.9,89
1.88,92.8,89
1.42,92.8,89
1.91,92.3,89
1.56,92.3,89
1.99,92.2,89
1.87,92.1,89
1.85,92.0,89
1.72,91.9,89
1.55,91.9,89
1.66,91.8,89
1.41,91.7,89
1.78,91.3,89
1.48,91.1,89
1.49,91.0,89
1.43,91.0,89
1.63,90.9,89
1.48,90.9,89
1.93,90.6,89
1.43,90.6,89
1.4,90.5,89
1.78,89.9,89
1.73,89.8,89
1.85,89.6,89
1.67,89.5,89
1.46,89.3,89
1.88,88.9,89
1.65,88.9,89
1.86,88.6,89
1.8,88.2,89
1.62,88.2,89
1.79,87.9,89
1.48,87.6,89
1.74,87.5,89
1.95,87.4,89
1.81,87.4,89
1.67,87.4,89
1.7,87.3,89
1.69,87.3,89
1.7,87.2,89
1.7,87.1,89
1.61,87.1,89
1.77,86.9,89
1.63,86.6,89
1.54,86.6,89
1.47,86.6,89
1.99,86.5,89
1.59,86.3,89
1.58,86.1,89
1.65,85.8,89
1.97,85.4,89
1.41,85.4,89
1.74,85.2,89
2.0,85.0,89
1.96,84.5,89
1.93,84.5,89
1.99,84.3,89
1.78,84.3,89
1.49,84.3,89
1.88,84.1,89
1.84,84.0,89
1.51,83.9,89
1.97,83.8,89
1.88,83.8,89
1.73,83.7,89
1.45,83.5,89
1.8,83.2,89
1.96,83.0,89
1.8,82.9,89
1.7,82.8,89
1.65,82.8,89
1.53,82.7,89
1.68,82.4,89
1.41,81.7,89
1.7,81.5,89
1.72,81.4,89
1.59,80.9,89
1.73,80.8,89
1.99,80.6,89
1.76,80.5,89
1.6,80.2,89
1.67,80.1,89
1.83,80.0,89
1.69,80.0,89
1.49,79.9,89
1.66,79.8,89
1.58,79.8,89
1.81,79.7,89
1.43,79.7,89
1.71,79.6,89
1.82,79.5,89
1.52,78.9,89
1.45,78.8,89
1.81,78.4,89
1.61,78.2,89
1.41,77.6,89
1.88,77.5,89
1.54,77.3,89
1.54,77.1,89
1.49,77.0,89
1.54,76.8,89
1.97,76.5,89
1.83,76.4,89
1.51,76.2,89
1.49,76.0,89
2.0,75.3,89
1.69,75.2,89
1.69,75.1,89
1.53,74.8,89
1.95,74.6,89
1.89,74.6,89
1.78,74.6,89
1.46,74.4,89
1.5,74.2,89
1.65,74.1,89
1.89,74.0,89
1.59,73.7,89
1.42,73.6,89
1.93,73.5,89
1.71,73.3,89
1.9,72.9,89
1.56,72.7,89
1.95,72.6,89
1.79,72.5,89
1.44,72.5,89
1.41,72.5,89
1.75,72.3,89
1.4,72.2,89
1.88,72.0,89
1.83,71.9,89
1.9,71.5,89
1.9,71.4,89
1.71,71.4,89
1.46,71.3,89
1.84,71.2,89
1.87,71.1,89
1.84,71.0,89
1.95,70.7,89
1.41,70.7,89
1.73,70.5,89
1.82,70.4,89
1.5,70.4,89
1.42,70.4,89
1.99,70.3,89
1.49,70.0,89
1.48,70.0,89
1.49,69.6,89
1.62,69.5,89
1.95,69.4,89
1.86,69.0,89
1.93,68.9,89
1.88,68.9,89
1.68,68.8,89
1.47,68.8,89
1.57,68.7,89
1.94,68.6,89
1.89,68.5,89
1.89,68.4,89
1.72,68.4,89
1.99,68.3,89
1.77,67.5,89
1.63,67.4,89
1.73,67.3,89
1.99,67.2,89
1.51,67.0,89
1.63,66.6,89
1.72,66.5,89
1.6,66.2,89
1.55,66.1,89
1.81,65.8,89
1.95,65.6,89
1.61,65.3,89
1.43,65.3,89
1.62,65.0,89
1.42,64.0,89
1.69,63.5,89
1.81,63.4,89
1.66,63.3,89
1.91,63.2,89
1.57,62.9,89
1.55,62.9,89
1.68,62.7,89
1.97,62.5,89
1.9,62.5,89
1.87,62.5,89
1.82,62.5,89
1.66,62.4,89
1.75,62.0,89
1.62,62.0,89
1.99,61.7,89
1.82,61.7,89
1.94,61.6,89
1.51,61.6,89
1.69,61.5,89
1.58,61.5,89
1.92,61.3,89
1.73,61.2,89
1.85,60.6,89
1.99,60.1,89
1.86,60.1,89
1.93,60.0,89
1.51,60.0,89
1.82,59.9,89
1.55,59.8,89
1.93,59.5,89
1.7,59.5,89
1.45,59.5,89
1.99,59.3,89
1.73,59.3,89
1.88,59.1,89
1.8,59.0,89
1.95,58.8,89
1.54,58.4,89
1.41,58.4,89
1.84,58.2,89
1.69,57.5,89
1.42,57.2,89
1.99,57.0,89
1.75,56.5,89
1.49,56.4,89
1.9,56.1,89
1.41,56.0,89
1.94,55.9,89
1.92,55.9,89
1.73,55.9,89
1.58,55.9,89
1.55,55.9,89
1.68,55.7,89
1.86,55.4,89
1.8,55.1,89
2.0,55.0,89
1.98,54.7,89
1.78,54.7,89
1.62,54.4,89
1.6,54.1,89
1.44,54.1,89
1.55,53.9,89
1.61,53.7,89
1.67,53.6,89
1.4,53.0,89
1.79,52.9,89
1.89,52.7,89
1.51,52.7,89
1.93,52.6,89
1.46,52.4,89
1.78,52.3,89
1.57,52.3,89
1.58,52.0,89
1.67,51.6,89
1.84,51.5,89
1.91,51.4,89
1.96,50.8,89
1.45,50.5,89
1.46,50.1,89
2.0,50.0,89
1.46,49.9,89
1.62,49.5,89
1.54,49.0,89
1.81,48.8,89
1.63,48.8,89
1.64,48.7,89
1.49,48.7,89
1.64,48.6,89
1.54,48.2,89
1.42,48.2,89
1.41,48.2,89
1.64,48.1,89
1.75,47.9,89
1.74,47.9,89
1.46,47.9,89
1.48,47.7,89
1.41,47.3,89
1.74,46.8,89
1.84,46.7,89
1.92,46.6,89
1.87,46.5,89
1.68,46.4,89
1.64,46.4,89
1.98,46.2,89
1.47,46.2,89
1.65,45.8,89
1.85,45.5,89
1.7,45.3,89
1.91,44.8,89
1.84,44.8,89
1.53,44.7,89
1.86,44.5,89
1.58,44.5,89
1.41,44.5,89
1.48,44.3,89
1.92,44.2,89
1.96,44.1,89
1.44,44.1,89
1.59,44.0,89
1.67,43.8,89
1.67,43.7,89
1.64,43.1,89
1.86,43.0,89
1.67,42.8,89
1.45,42.8,89
1.93,42.5,89
1.63,42.5,89
1.96,42.2,89
1.92,41.9,89
1.57,41.5,89
1.74,41.4,89
1.65,41.4,89
1.7,41.3,89
1.45,41.3,89
1.83,41.1,89
1.5,41.1,89
2.0,41.0,89
1.86,41.0,89
1.64,40.6,89
1.88,40.4,89
1.92,40.1,89
1.89,40.1,89
1.61,40.1,89
1.64,119.9,88
1.66,119.8,88
1.84,119.7,88
1.97,119.4,88
1.77,119.3,88
1.76,119.3,88
1.53,119.0,88
1.41,119.0,88
1.82,118.5,88
1.66,118.4,88
1.74,118.2,88
1.98,118.0,88
1.72,118.0,88
1.65,117.8,88
1.64,117.5,88
1.82,117.2,88
1.42,116.6,88
1.95,116.5,88
1.58,116.3,88
1.98,116.2,88
1.96,116.2,88
1.79,115.9,88
1.54,115.9,88
1.98,115.8,88
1.79,115.8,88
1.53,115.8,88
1.42,115.6,88
1.89,115.5,88
1.91,115.3,88
1.58,115.2,88
1.47,115.0,88
1.74,114.7,88
1.47,114.6,88
1.99,114.4,88
1.82,114.4,88
1.75,114.4,88
1.84,114.3,88
1.89,114.2,88
1.63,114.2,88
1.79,114.1,88
1.74,114.1,88
1.96,113.9,88
1.55,113.9,88
1.55,113.9,88
1.8,113.7,88
1.63,113.7,88
1.92,113.5,88
1.84,113.4,88
1.81,113.2,88
1.54,113.0,88
1.84,112.9,88
1.97,112.8,88
1.85,112.8,88
1.82,112.6,88
1.57,112.3,88
1.99,112.2,88
1.48,112.2,88
1.97,111.9,88
1.88,111.6,88
1.6,111.5,88
1.51,111.4,88
1.66,111.2,88
1.63,111.2,88
1.52,111.2,88
1.59,111.1,88
1.57,111.0,88
1.8,110.9,88
1.72,110.7,88
1.99,110.6,88
1.84,110.6,88
1.82,110.6,88
1.78,110.6,88
1.77,110.4,88
1.75,110.4,88
1.5,110.1,88
1.86,109.8,88
1.65,109.8,88
1.78,109.6,88
1.7,109.4,88
1.61,109.4,88
1.72,109.0,88
1.71,109.0,88
1.51,109.0,88
1.72,108.8,88
1.94,108.7,88
1.58,108.7,88
1.92,108.6,88
1.81,108.6,88
1.61,108.6,88
1.91,108.3,88
1.65,108.3,88
1.42,108.3,88
1.66,108.2,88
1.77,108.0,88
1.81,107.8,88
1.73,107.7,88
1.51,107.7,88
1.83,107.6,88
1.81,107.5,88
1.96,107.2,88
1.71,107.1,88
1.51,107.1,88
1.77,107.0,88
1.76,107.0,88
1.91,106.8,88
1.64,106.6,88
1.58,106.5,88
1.89,106.4,88
1.56,106.4,88
1.96,106.1,88
1.78,106.1,88
1.56,106.0,88
1.85,105.8,88
1.89,105.7,88
1.88,105.3,88
1.92,105.2,88
1.51,105.0,88
1.92,104.6,88
1.85,104.4,88
1.92,104.2,88
1.85,104.2,88
1.82,104.2,88
1.63,104.2,88
1.6,104.1,88
1.61,104.0,88
2.0,103.9,88
1.53,103.8,88
1.79,103.6,88
1.63,103.6,88
1.91,103.4,88
1.79,103.4,88
1.77,103.3,88
1.55,103.3,88
1.43,103.3,88
1.58,103.1,88
1.56,103.1,88
1.84,103.0,88
1.53,102.3,88
1.49,102.3,88
1.62,102.0,88
1.86,101.8,88
1.9,101.6,88
1.96,101.4,88
1.61,101.4,88
1.85,101.2,88
1.46,101.2,88
1.76,101.1,88
1.96,101.0,88
1.97,100.9,88
1.48,100.9,88
1.55,100.8,88
1.51,100.8,88
1.83,100.5,88
1.58,100.3,88
1.54,100.3,88
1.92,100.0,88
1.56,100.0,88
1.66,99.8,88
1.62,99.6,88
1.52,99.6,88
1.71,99.3,88
1.71,99.0,88
1.54,98.8,88
1.64,98.7,88
1.63,98.7,88
1.51,98.6,88
1.76,98.1,88
1.41,98.0,88
1.63,97.8,88
1.95,97.6,88
1.48,97.6,88
1.67,97.4,88
1.58,97.2,88
1.96,97.1,88
1.91,97.0,88
1.98,96.8,88
1.7,96.8,88
1.85,96.7,88
1.95,96.6,88
1.91,96.6,88
1.46,96.4,88
1.41,96.4,88
1.41,96.1,88
1.51,95.7,88
1.74,95.5,88
1.51,95.5,88
1.54,95.4,88
1.4,95.3,88
1.49,95.1,88
1.88,94.9,88
1.83,94.9,88
1.64,94.9,88
1.49,94.9,88
1.57,94.8,88
1.98,94.7,88
1.89,94.7,88
1.61,94.7,88
1.55,94.7,88
1.63,94.6,88
1.93,94.4,88
1.48,94.4,88
1.47,94.0,88
1.99,93.9,88
1.98,93.7,88
1.79,93.5,88
1.8,93.4,88
1.63,93.3,88
1.98,93.2,88
1.97,93.1,88
1.81,93.1,88
1.57,93.1,88
1.42,93.0,88
1.63,92.8,88
1.62,92.7,88
1.64,92.5,88
1.82,92.3,88
1.55,92.3,88
1.65,92.0,88
1.71,91.8,88
1.62,91.8,88
1.98,91.7,88
1.82,91.1,88
1.9,90.8,88
1.98,90.5,88
1.98,90.3,88
1.74,90.3,88
1.45,90.3,88
1.55,90.1,88
1.65,90.0,88
1.94,89.9,88
1.9,89.9,88
1.77,89.8,88
1.67,89.6,88
1.7,89.1,88
1.5,89.1,88
1.63,88.9,88
1.49,88.9,88
1.8,88.4,88
1.68,88.3,88
1.71,88.2,88
1.67,88.2,88
1.64,88.2,88
1.53,87.9,88
1.67,87.5,88
1.62,87.5,88
1.45,87.3,88
1.42,87.3,88
1.64,87.2,88
1.62,87.2,88
1.47,87.2,88
1.85,86.9,88
1.8,86.6,88
1.97,86.5,88
1.96,86.5,88
1.95,86.2,88
1.92,86.1,88
1.93,86.0,88
1.94,85.9,88
1.92,85.4,88
1.73,85.4,88
1.53,85.3,88
1.76,85.1,88
1.47,85.1,88
1.55,85.0,88
1.64,84.7,88
1.87,84.4,88
1.78,84.3,88
1.93,84.2,88
1.93,84.2,88
1.73,84.1,88
1.56,84.1,88
1.71,83.8,88
1.8,83.7,88
1.68,83.6,88
1.44,83.5,88
1.92,83.2,88
1.66,83.1,88
1.54,83.0,88
1.91,82.9,88
1.73,82.8,88
1.69,82.6,88
1.49,82.4,88
1.79,82.2,88
1.69,82.0,88
1.8,81.9,88
2.0,81.8,88
1.66,81.5,88
1.68,81.3,88
1.48,80.7,88
1.97,80.6,88
1.97,80.5,88
1.46,80.5,88
1.41,80.4,88
1.42,80.1,88
1.69,79.8,88
1.55,79.8,88
1.84,79.7,88
1.53,79.7,88
1.79,79.6,88
1.99,79.5,88
1.46,79.5,88
1.94,79.3,88
1.48,79.2,88
1.92,78.7,88
1.83,78.7,88
1.85,78.6,88
1.69,78.2,88
1.66,78.2,88
1.97,78.1,88
1.83,78.1,88
1.62,78.1,88
1.49,78.0,88
1.99,77.9,88
1.79,77.8,88
1.76,77.8,88
1.61,77.6,88
1.69,77.4,88
1.62,76.6,88
1.98,76.5,88
1.56,76.5,88
1.87,76.3,88
1.83,76.3,88
1.95,76.0,88
1.54,76.0,88
1.82,75.7,88
1.56,75.7,88
1.42,75.7,88
1.93,75.4,88
1.89,75.4,88
1.75,75.0,88
1.65,74.4,88
1.73,74.2,88
1.56,74.1,88
1.56,73.9,88
1.62,73.6,88
1.87,73.4,88
1.95,73.3,88
1.8,72.9,88
1.47,72.8,88
1.46,72.6,88
1.8,72.5,88
1.87,72.4,88
1.69,72.3,88
1.68,72.3,88
1.99,72.2,88
1.67,72.0,88
1.78,71.8,88
1.89,71.3,88
1.54,71.0,88
1.97,70.7,88
1.54,70.4,88
1.94,69.9,88
1.71,69.9,88
1.43,69.7,88
1.6,69.1,88
1.43,69.0,88
1.55,68.8,88
1.9,68.6,88
1.74,68.6,88
1.98,68.4,88
1.49,68.3,88
1.65,67.4,88
1.91,67.3,88
1.52,67.1,88
1.98,66.8,88
1.65,66.7,88
1.47,66.7,88
1.86,66.6,88
1.73,66.6,88
2.0,66.5,88
1.53,66.4,88
1.72,66.1,88
1.63,66.1,88
1.97,66.0,88
1.79,65.9,88
1.59,65.9,88
1.67,65.5,88
1.56,65.5,88
1.57,65.3,88
1.95,65.2,88
1.64,65.1,88
1.76,65.0,88
1.74,65.0,88
1.54,64.8,88
1.95,64.6,88
1.47,64.5,88
1.69,64.2,88
1.75,63.3,88
1.44,63.3,88
1.74,63.2,88
1.55,63.2,88
1.82,62.8,88
1.47,62.6,88
1.46,62.5,88
1.71,62.2,88
1.56,61.9,88
1.78,61.4,88
1.75,61.3,88
1.82,61.0,88
1.94,60.9,88
1.81,60.8,88
1.67,60.5,88
1.77,60.4,88
1.67,60.3,88
1.94,60.2,88
1.88,60.1,88
1.78,60.1,88
1.58,60.1,88
1.67,60.0,88
1.98,59.8,88
1.45,59.8,88
1.87,59.6,88
1.62,59.4,88
1.53,59.1,88
1.95,59.0,88
1.88,58.7,88
1.88,58.6,88
1.95,58.5,88
1.84,58.5,88
1.71,58.5,88
1.7,58.3,88
